LR;SV_RAW;SV;DIST;SERIES
0,0784;779;729;2;lower noozle
0,0784;719;669;2;lower noozle
0,0784;646;596;2;lower noozle
0,0784;746;696;2;lower noozle
0,0784;805;755;2;lower noozle
0,0784;598;548;2;lower noozle
0,0784;559;509;2;lower noozle
0,0784;505;455;2;lower noozle
0,0784;482;432;2;lower noozle
0,0784;471;421;2;lower noozle
0,0784;809;759;2;lower noozle
0,0784;865;815;2;lower noozle
0,0784;935;885;2;lower noozle
0,0784;1021;971;2;lower noozle
0,0784;1001;951;2;lower noozle
0,0784;955;905;2;lower noozle
0,104;9934;9884;2;lower noozle
0,104;9875;9825;2;lower noozle
0,104;8858;8808;2;lower noozle
0,104;9351;9301;2;lower noozle
0,104;8730;8680;2;lower noozle
0,104;8909;8859;2;lower noozle
0,104;6414;6364;2;lower noozle
0,104;7823;7773;2;lower noozle
0,104;8304;8254;2;lower noozle
0,104;8795;8745;2;lower noozle
0,104;7147;7097;2;lower noozle
0,104;4363;4313;2;lower noozle
0,104;1721;1671;2;lower noozle
0,104;3616;3566;2;lower noozle
0,104;1895;1845;2;lower noozle
0,104;2045;1995;2;lower noozle
0,104;2018;1968;2;lower noozle
0,104;1400;1350;2;lower noozle
0,104;2834;2784;2;lower noozle
0,104;4740;4690;2;lower noozle
0,104;4303;4253;2;lower noozle
0,104;5975;5925;2;lower noozle
0,104;7854;7804;2;lower noozle
0,104;7987;7937;2;lower noozle
0,104;8404;8354;2;lower noozle
0,104;7235;7185;2;lower noozle
0,104;8194;8144;2;lower noozle
0,104;7260;7210;2;lower noozle
0,104;7361;7311;2;lower noozle
0,104;5122;5072;2;lower noozle
0,104;4263;4213;2;lower noozle
0,104;4056;4006;2;lower noozle
0,104;4772;4722;2;lower noozle
0,104;6038;5988;2;lower noozle
0,104;6559;6509;2;lower noozle
0,104;7653;7603;2;lower noozle
0,104;7158;7108;2;lower noozle
0,104;5476;5426;2;lower noozle
0,104;5911;5861;2;lower noozle
0,104;4247;4197;2;lower noozle
0,104;6953;6903;2;lower noozle
0,104;7881;7831;2;lower noozle
0,104;9365;9315;2;lower noozle
0,104;8387;8337;2;lower noozle
0,104;7910;7860;2;lower noozle
0,104;6837;6787;2;lower noozle
0,104;7521;7471;2;lower noozle
0,104;8749;8699;2;lower noozle
0,104;8567;8517;2;lower noozle
0,104;6493;6443;2;lower noozle
0,104;6290;6240;2;lower noozle
0,104;5749;5699;2;lower noozle
0,104;3868;3818;2;lower noozle
0,104;5644;5594;2;lower noozle
0,104;5186;5136;2;lower noozle
0,104;4518;4468;2;lower noozle
0,104;3763;3713;2;lower noozle
0,104;3664;3614;2;lower noozle
0,104;5836;5786;2;lower noozle
0,104;4949;4899;2;lower noozle
0,104;6203;6153;2;lower noozle
0,104;5403;5353;2;lower noozle
0,104;5125;5075;2;lower noozle
0,104;4124;4074;2;lower noozle
0,104;3610;3560;2;lower noozle
0,104;2232;2182;2;lower noozle
0,104;2179;2129;2;lower noozle
0,104;1662;1612;2;lower noozle
0,104;1487;1437;2;lower noozle
0,104;1527;1477;2;lower noozle
0,104;1531;1481;2;lower noozle
0,104;1460;1410;2;lower noozle
0,104;1229;1179;2;lower noozle
0,104;1288;1238;2;lower noozle
0,104;1353;1303;2;lower noozle
0,104;2190;2140;2;lower noozle
0,104;2043;1993;2;lower noozle
0,104;1306;1256;2;lower noozle
0,104;1272;1222;2;lower noozle
0,104;1361;1311;2;lower noozle
0,104;1501;1451;2;lower noozle
0,104;1281;1231;2;lower noozle
0,104;1211;1161;2;lower noozle
0,104;1253;1203;2;lower noozle
0,104;1863;1813;2;lower noozle
0,104;1813;1763;2;lower noozle
0,104;1562;1512;2;lower noozle
0,104;2334;2284;2;lower noozle
0,104;3168;3118;2;lower noozle
0,104;3689;3639;2;lower noozle
0,104;4123;4073;2;lower noozle
0,104;4099;4049;2;lower noozle
0,104;4405;4355;2;lower noozle
0,104;4239;4189;2;lower noozle
0,104;5024;4974;2;lower noozle
0,104;4588;4538;2;lower noozle
0,104;3971;3921;2;lower noozle
0,104;2907;2857;2;lower noozle
0,104;1870;1820;2;lower noozle
0,104;1188;1138;2;lower noozle
0,104;1536;1486;2;lower noozle
0,104;1260;1210;2;lower noozle
0;188;188;4;lower noozle
0,0144;661;473;4;lower noozle
0,0144;664;476;4;lower noozle
0,0144;670;482;4;lower noozle
0,0144;667;479;4;lower noozle
0,0144;693;505;4;lower noozle
0,0144;676;488;4;lower noozle
0,0144;667;479;4;lower noozle
0,0144;666;478;4;lower noozle
0,0144;668;480;4;lower noozle
0,0144;652;464;4;lower noozle
0,0144;645;457;4;lower noozle
0,0144;642;454;4;lower noozle
0,0144;650;462;4;lower noozle
0,0144;654;466;4;lower noozle
0,0144;655;467;4;lower noozle
0,0144;653;465;4;lower noozle
0,0144;651;463;4;lower noozle
0,0144;648;460;4;lower noozle
0,0144;653;465;4;lower noozle
0,0144;658;470;4;lower noozle
0,0144;657;469;4;lower noozle
0,0144;661;473;4;lower noozle
0,0144;664;476;4;lower noozle
0,0144;667;479;4;lower noozle
0,0144;671;483;4;lower noozle
0,0144;677;489;4;lower noozle
0,0144;673;485;4;lower noozle
0,0144;675;487;4;lower noozle
0,0144;680;492;4;lower noozle
0,0144;701;513;4;lower noozle
0,0144;726;538;4;lower noozle
0,0144;740;552;4;lower noozle
0,0144;750;562;4;lower noozle
0,0144;776;588;4;lower noozle
0,0144;784;596;4;lower noozle
0,0144;809;621;4;lower noozle
0,0144;819;631;4;lower noozle
0,0144;813;625;4;lower noozle
0,0144;812;624;4;lower noozle
0,0144;808;620;4;lower noozle
0,0144;756;568;4;lower noozle
0,0144;741;553;4;lower noozle
0,0144;747;559;4;lower noozle
0,0144;741;553;4;lower noozle
0,0144;738;550;4;lower noozle
0,0144;742;554;4;lower noozle
0,0144;743;555;4;lower noozle
0,0144;762;574;4;lower noozle
0,0144;763;575;4;lower noozle
0,0144;765;577;4;lower noozle
0,0144;783;595;4;lower noozle
0,0144;797;609;4;lower noozle
0,0144;786;598;4;lower noozle
0,0144;794;606;4;lower noozle
0,0144;782;594;4;lower noozle
0,0144;787;599;4;lower noozle
0,0144;790;602;4;lower noozle
0,0144;793;605;4;lower noozle
0,0144;788;600;4;lower noozle
0,0144;790;602;4;lower noozle
0,0144;813;625;4;lower noozle
0,0144;844;656;4;lower noozle
0,0144;882;694;4;lower noozle
0,0144;904;716;4;lower noozle
0,0144;893;705;4;lower noozle
0,0144;851;663;4;lower noozle
0,0144;847;659;4;lower noozle
0,0144;853;665;4;lower noozle
0,0144;849;661;4;lower noozle
0,0144;847;659;4;lower noozle
0,0144;849;661;4;lower noozle
0,0144;864;676;4;lower noozle
0,0144;857;669;4;lower noozle
0,0144;850;662;4;lower noozle
0,0144;845;657;4;lower noozle
0,0144;852;664;4;lower noozle
0,0144;843;655;4;lower noozle
0,0144;836;648;4;lower noozle
0,0144;837;649;4;lower noozle
0,0144;848;660;4;lower noozle
0,0144;858;670;4;lower noozle
0,0144;852;664;4;lower noozle
0,0144;849;661;4;lower noozle
0,0144;846;658;4;lower noozle
0,0144;847;659;4;lower noozle
0,0144;843;655;4;lower noozle
0,0144;835;647;4;lower noozle
0,0144;822;634;4;lower noozle
0,0144;794;606;4;lower noozle
0,0144;802;614;4;lower noozle
0,0144;795;607;4;lower noozle
0,0144;763;575;4;lower noozle
0,0144;747;559;4;lower noozle
0,0144;746;558;4;lower noozle
0,0144;736;548;4;lower noozle
0,0144;742;554;4;lower noozle
0,0348;1401;1213;4;lower noozle
0,0348;2345;2157;4;lower noozle
0,0348;1261;1073;4;lower noozle
0,0348;1144;956;4;lower noozle
0,0348;1785;1597;4;lower noozle
0,0348;2656;2468;4;lower noozle
0,0348;1599;1411;4;lower noozle
0,0348;1269;1081;4;lower noozle
0,0348;1917;1729;4;lower noozle
0,0348;2712;2524;4;lower noozle
0,0348;3641;3453;4;lower noozle
0,0348;2782;2594;4;lower noozle
0,0348;3438;3250;4;lower noozle
0,0348;3126;2938;4;lower noozle
0,0348;1594;1406;4;lower noozle
0,0348;3574;3386;4;lower noozle
0,0348;5956;5768;4;lower noozle
0,0348;6013;5825;4;lower noozle
0,0348;5207;5019;4;lower noozle
0,0348;1378;1190;4;lower noozle
0,0348;1395;1207;4;lower noozle
0,0348;1237;1049;4;lower noozle
0,0348;1094;906;4;lower noozle
0,0348;1149;961;4;lower noozle
0,0348;1196;1008;4;lower noozle
0,0348;1165;977;4;lower noozle
0,0348;1391;1203;4;lower noozle
0,0348;1397;1209;4;lower noozle
0,0348;1340;1152;4;lower noozle
0,0348;1333;1145;4;lower noozle
0,0348;1520;1332;4;lower noozle
0,0348;1667;1479;4;lower noozle
0,0348;1685;1497;4;lower noozle
0,0348;1985;1797;4;lower noozle
0,0348;2940;2752;4;lower noozle
0,0348;3697;3509;4;lower noozle
0,0348;2399;2211;4;lower noozle
0,0348;2651;2463;4;lower noozle
0,0348;4053;3865;4;lower noozle
0,0348;5521;5333;4;lower noozle
0,0348;4515;4327;4;lower noozle
0,0348;3293;3105;4;lower noozle
0,0348;5041;4853;4;lower noozle
0,0348;5877;5689;4;lower noozle
0,0348;4593;4405;4;lower noozle
0,0348;2820;2632;4;lower noozle
0,0348;2453;2265;4;lower noozle
0,0348;2107;1919;4;lower noozle
0,0348;1921;1733;4;lower noozle
0,0348;1789;1601;4;lower noozle
0,0348;1809;1621;4;lower noozle
0,0348;2041;1853;4;lower noozle
0,0348;1670;1482;4;lower noozle
0,0348;2363;2175;4;lower noozle
0,0348;3968;3780;4;lower noozle
0,0348;4252;4064;4;lower noozle
0,0348;1982;1794;4;lower noozle
0,0348;2148;1960;4;lower noozle
0,0348;2798;2610;4;lower noozle
0,0348;4035;3847;4;lower noozle
0,0348;4776;4588;4;lower noozle
0,0348;4870;4682;4;lower noozle
0,0348;4237;4049;4;lower noozle
0,0348;3059;2871;4;lower noozle
0,0348;3868;3680;4;lower noozle
0,0348;4045;3857;4;lower noozle
0,0348;4200;4012;4;lower noozle
0,0348;4542;4354;4;lower noozle
0,0348;3656;3468;4;lower noozle
0,0348;3097;2909;4;lower noozle
0,0348;3028;2840;4;lower noozle
0,0348;2706;2518;4;lower noozle
0,0348;2352;2164;4;lower noozle
0,0348;2127;1939;4;lower noozle
0,0348;2168;1980;4;lower noozle
0,0348;2119;1931;4;lower noozle
0,0348;2080;1892;4;lower noozle
0,0348;1968;1780;4;lower noozle
0,0348;1721;1533;4;lower noozle
0,0348;1571;1383;4;lower noozle
0,0348;1664;1476;4;lower noozle
0,0348;2259;2071;4;lower noozle
0,0348;2853;2665;4;lower noozle
0,0348;2217;2029;4;lower noozle
0,0348;1955;1767;4;lower noozle
0,0348;2368;2180;4;lower noozle
0,0348;1759;1571;4;lower noozle
0,0348;1614;1426;4;lower noozle
0,0348;1990;1802;4;lower noozle
0,0348;2622;2434;4;lower noozle
0,0348;3186;2998;4;lower noozle
0,0348;2960;2772;4;lower noozle
0,0348;2669;2481;4;lower noozle
0,0348;1932;1744;4;lower noozle
0,0348;1383;1195;4;lower noozle
0,0348;2418;2230;4;lower noozle
0,0348;4678;4490;4;lower noozle
0,0348;3456;3268;4;lower noozle
0,0348;3310;3122;4;lower noozle
0,0348;4217;4029;4;lower noozle
0,0348;1632;1444;4;lower noozle
0,0348;2550;2362;4;lower noozle
0,057;4396;4208;4;lower noozle
0,057;3968;3780;4;lower noozle
0,057;4582;4394;4;lower noozle
0,057;4758;4570;4;lower noozle
0,057;3926;3738;4;lower noozle
0,057;4382;4194;4;lower noozle
0,057;5203;5015;4;lower noozle
0,057;4968;4780;4;lower noozle
0,057;4427;4239;4;lower noozle
0,057;4357;4169;4;lower noozle
0,057;4562;4374;4;lower noozle
0,057;5382;5194;4;lower noozle
0,057;5939;5751;4;lower noozle
0,057;6709;6521;4;lower noozle
0,057;7376;7188;4;lower noozle
0,057;6742;6554;4;lower noozle
0,057;8110;7922;4;lower noozle
0,057;7237;7049;4;lower noozle
0,057;7525;7337;4;lower noozle
0,057;7320;7132;4;lower noozle
0,057;7844;7656;4;lower noozle
0,057;7691;7503;4;lower noozle
0,057;7940;7752;4;lower noozle
0,057;7605;7417;4;lower noozle
0,057;7198;7010;4;lower noozle
0,057;5812;5624;4;lower noozle
0,057;4137;3949;4;lower noozle
0,057;3884;3696;4;lower noozle
0,057;4305;4117;4;lower noozle
0,057;3342;3154;4;lower noozle
0,057;3136;2948;4;lower noozle
0,057;3197;3009;4;lower noozle
0,057;2971;2783;4;lower noozle
0,057;2923;2735;4;lower noozle
0,057;2994;2806;4;lower noozle
0,057;2725;2537;4;lower noozle
0,057;2588;2400;4;lower noozle
0,057;2639;2451;4;lower noozle
0,057;2722;2534;4;lower noozle
0,057;2728;2540;4;lower noozle
0,057;2607;2419;4;lower noozle
0,057;2783;2595;4;lower noozle
0,057;2728;2540;4;lower noozle
0,057;2831;2643;4;lower noozle
0,057;2945;2757;4;lower noozle
0,057;3262;3074;4;lower noozle
0,057;3165;2977;4;lower noozle
0,057;2933;2745;4;lower noozle
0,057;2504;2316;4;lower noozle
0,057;2253;2065;4;lower noozle
0,057;2095;1907;4;lower noozle
0,057;2035;1847;4;lower noozle
0,057;2190;2002;4;lower noozle
0,057;2542;2354;4;lower noozle
0,057;2771;2583;4;lower noozle
0,057;1992;1804;4;lower noozle
0,057;1835;1647;4;lower noozle
0,057;1937;1749;4;lower noozle
0,057;1815;1627;4;lower noozle
0,057;2148;1960;4;lower noozle
0,057;2220;2032;4;lower noozle
0,057;2201;2013;4;lower noozle
0,057;2505;2317;4;lower noozle
0,057;2678;2490;4;lower noozle
0,057;4037;3849;4;lower noozle
0,057;6591;6403;4;lower noozle
0,057;5143;4955;4;lower noozle
0,057;5031;4843;4;lower noozle
0,057;3690;3502;4;lower noozle
0,057;3159;2971;4;lower noozle
0,057;3514;3326;4;lower noozle
0,057;3496;3308;4;lower noozle
0,057;2553;2365;4;lower noozle
0,057;2769;2581;4;lower noozle
0,057;3178;2990;4;lower noozle
0,057;3947;3759;4;lower noozle
0,057;5948;5760;4;lower noozle
0,057;8073;7885;4;lower noozle
0,057;6633;6445;4;lower noozle
0,057;4581;4393;4;lower noozle
0,057;3218;3030;4;lower noozle
0,057;3320;3132;4;lower noozle
0,057;3577;3389;4;lower noozle
0,057;3683;3495;4;lower noozle
0,057;4777;4589;4;lower noozle
0,057;7895;7707;4;lower noozle
0,057;7079;6891;4;lower noozle
0,057;6476;6288;4;lower noozle
0,057;7494;7306;4;lower noozle
0,057;7734;7546;4;lower noozle
0,057;8488;8300;4;lower noozle
0,057;10557;10369;4;lower noozle
0,057;10234;10046;4;lower noozle
0,057;10408;10220;4;lower noozle
0,057;8741;8553;4;lower noozle
0,057;8918;8730;4;lower noozle
0,057;8468;8280;4;lower noozle
0,057;8308;8120;4;lower noozle
0,057;8604;8416;4;lower noozle
0,057;8243;8055;4;lower noozle
0,0784;5588;5400;4;lower noozle
0,0784;6295;6107;4;lower noozle
0,0784;6233;6045;4;lower noozle
0,0784;6468;6280;4;lower noozle
0,0784;6453;6265;4;lower noozle
0,0784;5950;5762;4;lower noozle
0,0784;6363;6175;4;lower noozle
0,0784;6645;6457;4;lower noozle
0,0784;6461;6273;4;lower noozle
0,0784;6867;6679;4;lower noozle
0,0784;6822;6634;4;lower noozle
0,0784;7258;7070;4;lower noozle
0,0784;8395;8207;4;lower noozle
0,0784;7603;7415;4;lower noozle
0,0784;8021;7833;4;lower noozle
0,0784;8273;8085;4;lower noozle
0,0784;7769;7581;4;lower noozle
0,0784;8318;8130;4;lower noozle
0,0784;7814;7626;4;lower noozle
0,0784;7643;7455;4;lower noozle
0,0784;7239;7051;4;lower noozle
0,0784;6614;6426;4;lower noozle
0,0784;6615;6427;4;lower noozle
0,0784;7022;6834;4;lower noozle
0,0784;7293;7105;4;lower noozle
0,0784;7788;7600;4;lower noozle
0,0784;8309;8121;4;lower noozle
0,0784;9577;9389;4;lower noozle
0,0784;9699;9511;4;lower noozle
0,0784;8359;8171;4;lower noozle
0,0784;9167;8979;4;lower noozle
0,0784;9616;9428;4;lower noozle
0,0784;7871;7683;4;lower noozle
0,0784;7110;6922;4;lower noozle
0,0784;6609;6421;4;lower noozle
0,0784;7377;7189;4;lower noozle
0,0784;7649;7461;4;lower noozle
0,0784;8412;8224;4;lower noozle
0,0784;8174;7986;4;lower noozle
0,0784;8058;7870;4;lower noozle
0,0784;8079;7891;4;lower noozle
0,0784;8716;8528;4;lower noozle
0,0784;9139;8951;4;lower noozle
0,0784;8603;8415;4;lower noozle
0,0784;9980;9792;4;lower noozle
0,0784;9776;9588;4;lower noozle
0,0784;8808;8620;4;lower noozle
0,0784;8120;7932;4;lower noozle
0,0784;9182;8994;4;lower noozle
0,0784;7767;7579;4;lower noozle
0,0784;7541;7353;4;lower noozle
0,0784;8053;7865;4;lower noozle
0,0784;7185;6997;4;lower noozle
0,0784;8064;7876;4;lower noozle
0,0784;7512;7324;4;lower noozle
0,0784;7599;7411;4;lower noozle
0,0784;8988;8800;4;lower noozle
0,0784;7270;7082;4;lower noozle
0,0784;6244;6056;4;lower noozle
0,0784;6240;6052;4;lower noozle
0,0784;6938;6750;4;lower noozle
0,0784;8502;8314;4;lower noozle
0,0784;8301;8113;4;lower noozle
0,0784;7717;7529;4;lower noozle
0,0784;7786;7598;4;lower noozle
0,0784;7442;7254;4;lower noozle
0,0784;6592;6404;4;lower noozle
0,0784;7216;7028;4;lower noozle
0,0784;7452;7264;4;lower noozle
0,0784;8588;8400;4;lower noozle
0,0784;8103;7915;4;lower noozle
0,0784;10191;10003;4;lower noozle
0,0784;10762;10574;4;lower noozle
0,0784;9568;9380;4;lower noozle
0,0784;7922;7734;4;lower noozle
0,0784;9346;9158;4;lower noozle
0,0784;12280;12092;4;lower noozle
0,0784;8487;8299;4;lower noozle
0,0784;9484;9296;4;lower noozle
0,0784;8133;7945;4;lower noozle
0,0784;9797;9609;4;lower noozle
0,0784;8615;8427;4;lower noozle
0,0784;8626;8438;4;lower noozle
0,0784;7957;7769;4;lower noozle
0,0784;8510;8322;4;lower noozle
0,0784;7688;7500;4;lower noozle
0,0784;7693;7505;4;lower noozle
0,0784;8036;7848;4;lower noozle
0,0784;7774;7586;4;lower noozle
0,0784;7465;7277;4;lower noozle
0,0784;7339;7151;4;lower noozle
0,0784;6604;6416;4;lower noozle
0,0784;6077;5889;4;lower noozle
0,0784;4485;4297;4;lower noozle
0,0784;4400;4212;4;lower noozle
0,0784;3991;3803;4;lower noozle
0,0784;3869;3681;4;lower noozle
0,0784;4099;3911;4;lower noozle
0,0784;4177;3989;4;lower noozle
0,0784;4398;4210;4;lower noozle
0,0784;4432;4244;4;lower noozle
0,104;9058;8870;4;lower noozle
0,104;10140;9952;4;lower noozle
0,104;11282;11094;4;lower noozle
0,104;9012;8824;4;lower noozle
0,104;6365;6177;4;lower noozle
0,104;6547;6359;4;lower noozle
0,104;7010;6822;4;lower noozle
0,104;7055;6867;4;lower noozle
0,104;6234;6046;4;lower noozle
0,104;8571;8383;4;lower noozle
0,104;9640;9452;4;lower noozle
0,104;8276;8088;4;lower noozle
0,104;7735;7547;4;lower noozle
0,104;6955;6767;4;lower noozle
0,104;9189;9001;4;lower noozle
0,104;8423;8235;4;lower noozle
0,104;7592;7404;4;lower noozle
0,104;9683;9495;4;lower noozle
0,104;9083;8895;4;lower noozle
0,104;8929;8741;4;lower noozle
0,104;8701;8513;4;lower noozle
0,104;9195;9007;4;lower noozle
0,104;8671;8483;4;lower noozle
0,104;8103;7915;4;lower noozle
0,104;9099;8911;4;lower noozle
0,104;8726;8538;4;lower noozle
0,104;8038;7850;4;lower noozle
0,104;9117;8929;4;lower noozle
0,104;8007;7819;4;lower noozle
0,104;7835;7647;4;lower noozle
0,104;8713;8525;4;lower noozle
0,104;8489;8301;4;lower noozle
0,104;8343;8155;4;lower noozle
0,104;9121;8933;4;lower noozle
0,104;8157;7969;4;lower noozle
0,104;8987;8799;4;lower noozle
0,104;8723;8535;4;lower noozle
0,104;8572;8384;4;lower noozle
0,104;8130;7942;4;lower noozle
0,104;8968;8780;4;lower noozle
0,104;9058;8870;4;lower noozle
0,104;8680;8492;4;lower noozle
0,104;8301;8113;4;lower noozle
0,104;7913;7725;4;lower noozle
0,104;7454;7266;4;lower noozle
0,104;8356;8168;4;lower noozle
0,104;8260;8072;4;lower noozle
0,104;8206;8018;4;lower noozle
0,104;8194;8006;4;lower noozle
0,104;9157;8969;4;lower noozle
0,104;8164;7976;4;lower noozle
0,104;10090;9902;4;lower noozle
0,104;10626;10438;4;lower noozle
0,104;10992;10804;4;lower noozle
0,104;11109;10921;4;lower noozle
0,104;9142;8954;4;lower noozle
0,104;8222;8034;4;lower noozle
0,104;7500;7312;4;lower noozle
0,104;9306;9118;4;lower noozle
0,104;9689;9501;4;lower noozle
0,104;9803;9615;4;lower noozle
0,104;8735;8547;4;lower noozle
0,104;8173;7985;4;lower noozle
0,104;9235;9047;4;lower noozle
0,104;10388;10200;4;lower noozle
0,104;10164;9976;4;lower noozle
0,104;8804;8616;4;lower noozle
0,104;7507;7319;4;lower noozle
0,104;7123;6935;4;lower noozle
0,104;7216;7028;4;lower noozle
0,104;6947;6759;4;lower noozle
0,104;9465;9277;4;lower noozle
0,104;6906;6718;4;lower noozle
0,104;8772;8584;4;lower noozle
0,104;6166;5978;4;lower noozle
0,104;4982;4794;4;lower noozle
0,104;4673;4485;4;lower noozle
0,104;4601;4413;4;lower noozle
0,104;4478;4290;4;lower noozle
0,104;4422;4234;4;lower noozle
0,104;4991;4803;4;lower noozle
0,104;4896;4708;4;lower noozle
0,104;4981;4793;4;lower noozle
0,104;4828;4640;4;lower noozle
0,104;3561;3373;4;lower noozle
0,104;2733;2545;4;lower noozle
0,104;2857;2669;4;lower noozle
0,104;3034;2846;4;lower noozle
0,104;4367;4179;4;lower noozle
0,104;6058;5870;4;lower noozle
0,104;7624;7436;4;lower noozle
0,104;4382;4194;4;lower noozle
0,104;6089;5901;4;lower noozle
0,104;8748;8560;4;lower noozle
0,104;6856;6668;4;lower noozle
0,104;6152;5964;4;lower noozle
0,104;6760;6572;4;lower noozle
0,104;6050;5862;4;lower noozle
0,104;5572;5384;4;lower noozle
0,104;5634;5446;4;lower noozle
0,104;5374;5186;4;lower noozle
0,104;4570;4382;4;lower noozle
